inside tagger function

getting E values...
underneath|ADP=4.55504775208e-05
Kikuyu|NOUN=2.48406061108e-05
alike|ADJ=0.000109691219218
goal-oriented|ADJ=2.74228048045e-05
linger|VERB=2.22801506138e-05
unfriendly|ADJ=2.74228048045e-05
pales|NOUN=8.28020203693e-06
eventually|ADV=0.000758588303291
sonnet|NOUN=1.65604040739e-05
oblige|NOUN=8.28020203693e-06
Ten|NUM=0.00180072028812
Snyder|NOUN=8.28020203693e-06
henchmen|NOUN=1.65604040739e-05
Holy|ADJ=0.000137114024022
irrevocable|ADJ=2.74228048045e-05
taxied|VERB=1.11400753069e-05
belong|VERB=0.000155961054297
General's|NOUN=1.65604040739e-05
conjunction|NOUN=8.28020203693e-05
solid-state|NOUN=8.28020203693e-06
meandered|VERB=1.11400753069e-05
rolls|NOUN=4.14010101846e-05
err|VERB=1.11400753069e-05
Numeral|NOUN=8.28020203693e-06
253|NUM=0.00015006002401
Colors|NOUN=8.28020203693e-06
web|NOUN=4.14010101846e-05
praise|NOUN=1.65604040739e-05
prevented|VERB=0.000155961054297
feathers|NOUN=7.45218183324e-05
violations|NOUN=8.28020203693e-06
advisers|NOUN=8.28020203693e-06
beloved|ADJ=0.000164536828827
royal|ADJ=0.000164536828827
)|X=0.0169491525424
limp-looking|ADJ=2.74228048045e-05
channels|NOUN=0.00010764262648
common|ADJ=0.00219382438436
bright-green|ADJ=2.74228048045e-05
keeper|NOUN=2.48406061108e-05
Raynal|NOUN=8.28020203693e-06
workman's|NOUN=8.28020203693e-06
deliberations|NOUN=8.28020203693e-06
Height|NOUN=8.28020203693e-06
apprehension|NOUN=4.96812122216e-05
trade-mark|NOUN=8.28020203693e-06
surfactants|NOUN=1.65604040739e-05
scholarship|NOUN=0.000149043636665
workshop|NOUN=7.45218183324e-05
audacity|NOUN=1.65604040739e-05
altercation|NOUN=8.28020203693e-06
alerted|VERB=2.22801506138e-05
nurse's|NOUN=8.28020203693e-06
tantrums|NOUN=8.28020203693e-06
baronial|ADJ=2.74228048045e-05
foggy|ADJ=5.4845609609e-05
rosebush|NOUN=8.28020203693e-06
substances|NOUN=0.000124203030554
Housing|NOUN=1.65604040739e-05
resemblance|NOUN=3.31208081477e-05
neuropathology|NOUN=8.28020203693e-06
cardiomegaly|NOUN=8.28020203693e-06
Espanol|X=0.00169491525424
well-educated|ADJ=2.74228048045e-05
P|NOUN=0.000356048687588
Pornsen|NOUN=2.48406061108e-05
about-faced|VERB=2.22801506138e-05
wealth|NOUN=3.31208081477e-05
Penny|NOUN=0.000173884242776
springs|NOUN=1.65604040739e-05
fret|VERB=1.11400753069e-05
constant|NOUN=3.31208081477e-05
3MM|NOUN=8.28020203693e-06
bright|ADJ=0.00126144902101
Frenchmen|NOUN=8.28020203693e-06
Umschlagplatz|NOUN=8.28020203693e-06
senate|NOUN=8.28020203693e-06
<UNKNOWN>|VERB=0.123743956509
big-large|ADJ=2.74228048045e-05
jowls|NOUN=3.31208081477e-05
two-nosed|ADJ=2.74228048045e-05
elasticity|NOUN=4.14010101846e-05
Shy|ADJ=2.74228048045e-05
Uniform|ADJ=2.74228048045e-05
extent|NOUN=0.00051337252629
eminence|NOUN=1.65604040739e-05
Following|ADP=1.51834925069e-05
festive|ADJ=2.74228048045e-05
7.2|NUM=0.00015006002401
1600|NUM=0.00015006002401
healing|VERB=2.22801506138e-05
septation|NOUN=8.28020203693e-06
fussily|ADV=3.61232525377e-05
cruisers|NOUN=8.28020203693e-06
well-stuffed|ADJ=2.74228048045e-05
Chief|ADJ=5.4845609609e-05
subatomic|ADJ=2.74228048045e-05
profound|ADJ=0.000301650852849
dissimilar|ADJ=2.74228048045e-05
fine-tooth|NOUN=8.28020203693e-06
armchairs|NOUN=8.28020203693e-06
locate|VERB=7.79805271484e-05
articulated|VERB=1.11400753069e-05
Eternity|NOUN=8.28020203693e-06
issues|NOUN=0.00021528525296
decorated|VERB=3.34202259207e-05
saner|ADJ=2.74228048045e-05
affectation|NOUN=8.28020203693e-06
Best's|NOUN=8.28020203693e-06
Plans|NOUN=3.31208081477e-05
Governor-General|NOUN=8.28020203693e-06
Gertrude|NOUN=4.14010101846e-05
Von|X=0.00169491525424
Printed|VERB=1.11400753069e-05
absolute|ADJ=0.000411342072067
underground|ADJ=0.000191959633631
Ye|DET=1.58318029257e-05
Plymouth|NOUN=5.79614142585e-05
gibbet|NOUN=8.28020203693e-06
Travelling|VERB=1.11400753069e-05
l.|NOUN=1.65604040739e-05
pull|NOUN=3.31208081477e-05
resigned|VERB=1.11400753069e-05
opalescent|ADJ=2.74228048045e-05
Uplands|NOUN=1.65604040739e-05
whack|NOUN=8.28020203693e-06
Sole|X=0.00169491525424
Uncle|NOUN=0.000240125859071
Dronk's|NOUN=8.28020203693e-06
defenseless|ADJ=5.4845609609e-05
Louvre|NOUN=1.65604040739e-05
handles|VERB=2.22801506138e-05
throughput|NOUN=8.28020203693e-06
drinking|VERB=0.000311922108593
cap|NOUN=9.93624244432e-05
stabilizing|VERB=3.34202259207e-05
unbent|VERB=1.11400753069e-05
profoundly|ADV=0.000144493010151
talk|NOUN=0.00010764262648
priced|VERB=1.11400753069e-05
worthwhile|ADJ=5.4845609609e-05
adopting|VERB=3.34202259207e-05
L.S.U.|NOUN=8.28020203693e-06
Y|X=0.00169491525424
reasserting|VERB=1.11400753069e-05
responds|VERB=4.45603012276e-05
Goodbye|PRT=6.40122903597e-05
assisted|VERB=2.22801506138e-05
Chadroe|NOUN=8.28020203693e-06
re-activate|VERB=1.11400753069e-05
facilitates|VERB=2.22801506138e-05
speeding|VERB=2.22801506138e-05
Certain|ADJ=0.000191959633631
slip|VERB=3.34202259207e-05
hydrophobic|ADJ=5.4845609609e-05
woodwind|NOUN=8.28020203693e-06
perpetuation|NOUN=8.28020203693e-06
hushed|VERB=2.22801506138e-05
extract|VERB=3.34202259207e-05
Manassas|NOUN=1.65604040739e-05
supervise|VERB=3.34202259207e-05
rosebuds|NOUN=3.31208081477e-05
false-fronted|ADJ=2.74228048045e-05
rule|VERB=2.22801506138e-05
recitative|NOUN=1.65604040739e-05
averted|VERB=3.34202259207e-05
tick|NOUN=8.28020203693e-06
coltish|ADJ=2.74228048045e-05
filter|VERB=1.11400753069e-05
steps|NOUN=0.000596174546659
sister|NOUN=0.000140763434628
green-brown|ADJ=5.4845609609e-05
baseline|NOUN=8.28020203693e-06
Babcock|NOUN=8.28020203693e-06
McClellan|NOUN=1.65604040739e-05
Remembering|VERB=2.22801506138e-05
unhappily|ADV=0.000108369757613
restoring|NOUN=8.28020203693e-06
commencement|NOUN=8.28020203693e-06
spin|VERB=2.22801506138e-05
Mollie|NOUN=4.96812122216e-05
sewers|NOUN=8.28020203693e-06
probability|NOUN=0.000207005050923
men|NOUN=0.00260826364163
major|ADJ=0.00285197169967
public's|NOUN=8.28020203693e-06
cratered|VERB=1.11400753069e-05
observation|NOUN=0.00010764262648
Le|X=0.00338983050847
Delhi|NOUN=1.65604040739e-05
Warsaw|NOUN=6.62416162954e-05
citron|NOUN=8.28020203693e-06
various|ADJ=0.00301650852849
substituting|VERB=1.11400753069e-05
light-duty|NOUN=8.28020203693e-06
systematizing|VERB=1.11400753069e-05
nonverbal|ADJ=8.22684144134e-05
puzzling|ADJ=0.000109691219218
erudition|NOUN=8.28020203693e-06
Measurements|NOUN=3.31208081477e-05
varying|ADJ=2.74228048045e-05
nighted|ADJ=2.74228048045e-05
Equivalents|NOUN=8.28020203693e-06
Meredith's|NOUN=1.65604040739e-05
untimely|ADJ=2.74228048045e-05
musket|NOUN=4.96812122216e-05
seller|NOUN=8.28020203693e-06
recognition|NOUN=9.93624244432e-05
default|NOUN=8.28020203693e-06
professional|ADJ=0.000904952558548
stimulation|NOUN=6.62416162954e-05
deduced|VERB=5.57003765345e-05
patrol|NOUN=9.93624244432e-05
confusing|VERB=1.11400753069e-05
translating|VERB=1.11400753069e-05
depredations|NOUN=2.48406061108e-05
wild-eyed|ADJ=2.74228048045e-05
prevalent|ADJ=2.74228048045e-05
congregation|NOUN=3.31208081477e-05
schools|NOUN=0.000480251718142
exaggerated|VERB=6.68404518415e-05
cautious|ADJ=8.22684144134e-05
Electric|ADJ=8.22684144134e-05
hemoglobin|NOUN=3.31208081477e-05
ancestors|NOUN=3.31208081477e-05
British|ADJ=0.000521033291285
mention|VERB=0.000133680903683
dynodes|NOUN=8.28020203693e-06
Jarrodsville|NOUN=4.96812122216e-05
symmetrically|ADV=3.61232525377e-05
Graff|NOUN=8.28020203693e-06
showing|VERB=0.000267361807366
Straightened|VERB=1.11400753069e-05
lore|NOUN=4.14010101846e-05
blue-eyes|NOUN=8.28020203693e-06
Personally|ADV=0.000108369757613
strut|NOUN=1.65604040739e-05
LaSalle|NOUN=8.28020203693e-06
incidents|NOUN=1.65604040739e-05
cruelty|NOUN=3.31208081477e-05
chase|NOUN=8.28020203693e-06
acting|VERB=0.000267361807366
huggings|NOUN=8.28020203693e-06
though|ADP=0.00255082674117
moonlit|ADJ=5.4845609609e-05
displays|VERB=1.11400753069e-05
$12.1|NOUN=8.28020203693e-06
eventshahleh|ADV=3.61232525377e-05
bearings|NOUN=8.28020203693e-06
behavioral|ADJ=2.74228048045e-05
longest|ADJ=0.000109691219218
solvating|VERB=1.11400753069e-05
orchestral|ADJ=2.74228048045e-05
being|NOUN=0.000132483232591
Evil|ADJ=5.4845609609e-05
Ham|NOUN=2.48406061108e-05
quavered|VERB=1.11400753069e-05
circumspect|ADJ=2.74228048045e-05
say|PRT=0.000256049161439
programmer|NOUN=2.48406061108e-05
goddamit|PRT=6.40122903597e-05
Walk|VERB=1.11400753069e-05
lurch|NOUN=1.65604040739e-05
Theoretical|ADJ=8.22684144134e-05
communal|ADJ=2.74228048045e-05
ripe|ADJ=0.000137114024022
Thaxters|NOUN=8.28020203693e-06
benefit|NOUN=0.000140763434628
mint|NOUN=2.48406061108e-05
erroneous|ADJ=2.74228048045e-05
noticing|VERB=3.34202259207e-05
Haven|NOUN=8.28020203693e-06
forms|VERB=1.11400753069e-05
Lifeboat|NOUN=8.28020203693e-06
bluestocking|NOUN=8.28020203693e-06
no-one|NOUN=8.28020203693e-06
urgent|ADJ=0.000301650852849
Advanced|ADJ=2.74228048045e-05
ants|NOUN=8.28020203693e-06
sheet|NOUN=0.000198724848886
amateurishness|NOUN=8.28020203693e-06
park|VERB=1.11400753069e-05
reminiscent|ADJ=2.74228048045e-05
contagion|NOUN=8.28020203693e-06
Peacocks|NOUN=8.28020203693e-06
fleck|NOUN=8.28020203693e-06
preponderance|NOUN=1.65604040739e-05
uncap|VERB=1.11400753069e-05
salvage|NOUN=1.65604040739e-05
Phil's|NOUN=1.65604040739e-05
motivates|VERB=1.11400753069e-05
fine-grained|ADJ=2.74228048045e-05
personality|NOUN=0.000165604040739
colorful|ADJ=8.22684144134e-05
assigns|VERB=3.34202259207e-05
Tomas|NOUN=3.31208081477e-05
Blackfeet|NOUN=1.65604040739e-05
tongue-twister|NOUN=8.28020203693e-06
impair|VERB=1.11400753069e-05
litle|ADV=3.61232525377e-05
globigii|NOUN=8.28020203693e-06
incorporation|NOUN=8.28020203693e-06
differences|NOUN=0.000438850707957
chopped|VERB=1.11400753069e-05
objected|VERB=4.45603012276e-05
crested|ADJ=2.74228048045e-05
ribbing|NOUN=8.28020203693e-06
Francoisette|NOUN=8.28020203693e-06
living|VERB=0.000735244970256
accomplish|VERB=0.000211661430831
gaily|ADV=0.000144493010151
mash|NOUN=8.28020203693e-06
infirmity|NOUN=8.28020203693e-06
degrees|NOUN=4.96812122216e-05
intranasal|ADJ=2.74228048045e-05
honorable|ADJ=8.22684144134e-05
windows|NOUN=0.000273246667219
great-nieces|NOUN=8.28020203693e-06
emanated|VERB=1.11400753069e-05
Growing|VERB=1.11400753069e-05
pigeonhole|NOUN=8.28020203693e-06
understandingly|ADV=0.000108369757613
Completing|VERB=1.11400753069e-05
moon|NOUN=0.000248406061108
scions|NOUN=8.28020203693e-06
airplanes|NOUN=4.96812122216e-05
raided|VERB=1.11400753069e-05
offing|NOUN=8.28020203693e-06
Clumps|NOUN=1.65604040739e-05
markedly|ADV=3.61232525377e-05
realizes|VERB=1.11400753069e-05
Ewe|NOUN=8.28020203693e-06
phrasing|VERB=2.22801506138e-05
two-component|ADJ=2.74228048045e-05
barely|ADV=0.000541848788065
intensification|NOUN=4.14010101846e-05
Darkling|ADJ=2.74228048045e-05
clearness|NOUN=8.28020203693e-06
fat's|PRT=6.40122903597e-05
Tussle|NOUN=3.31208081477e-05
Tuesday|X=0.00169491525424
barge|VERB=1.11400753069e-05
Deputy|ADJ=2.74228048045e-05
tightest|ADJ=2.74228048045e-05
brucellosis|NOUN=8.28020203693e-06
dot|NOUN=7.45218183324e-05
Fil|X=0.00169491525424
Aunt|NOUN=9.93624244432e-05
crawl|VERB=8.91206024553e-05
Citizen|NOUN=8.28020203693e-06
evolved|VERB=4.45603012276e-05
Environmental|ADJ=2.74228048045e-05
discontinued|VERB=6.68404518415e-05
sniper's|NOUN=8.28020203693e-06
haunt|NOUN=8.28020203693e-06
building's|NOUN=1.65604040739e-05
Sixteen|NUM=0.00015006002401
unborn|ADJ=2.74228048045e-05
yelling|VERB=5.57003765345e-05
Husbandry|NOUN=8.28020203693e-06
Grabski|NOUN=4.14010101846e-05
Vous|X=0.00169491525424
local|NOUN=8.28020203693e-06
Eurydice|NOUN=1.65604040739e-05
Slavs|NOUN=8.28020203693e-06
Monica|NOUN=8.28020203693e-06
Barker|NOUN=4.96812122216e-05
took|VERB=0.00267361807366
Facing|VERB=2.22801506138e-05
creating|VERB=0.000133680903683
administrators|NOUN=2.48406061108e-05
Warsaw's|NOUN=1.65604040739e-05
fishery|NOUN=8.28020203693e-06
resolved|VERB=5.57003765345e-05
Breckenridge's|NOUN=8.28020203693e-06
formulas|NOUN=7.45218183324e-05
ringlets|NOUN=8.28020203693e-06
ships|NOUN=0.000190444646849
mother-introject|NOUN=8.28020203693e-06
Townsend|NOUN=8.28020203693e-06
convulsively|ADV=7.22465050753e-05
transposition|NOUN=8.28020203693e-06
flinching|VERB=1.11400753069e-05
Dineen|NOUN=8.28020203693e-06
put|VERB=0.00247309671813
crouched|VERB=0.000122540828376
livelihood|NOUN=2.48406061108e-05
Quebec|NOUN=1.65604040739e-05
panties|NOUN=8.28020203693e-06
years|NOUN=0.00288151030885
geographical|ADJ=0.000191959633631
underrated|VERB=1.11400753069e-05
unconnected|ADJ=2.74228048045e-05
grants|NOUN=4.96812122216e-05
owl|NOUN=1.65604040739e-05
promotional|ADJ=5.4845609609e-05
Shayol|NOUN=3.31208081477e-05
damn|VERB=6.68404518415e-05
Detective|NOUN=1.65604040739e-05
Shot|VERB=4.45603012276e-05
postscript|NOUN=1.65604040739e-05
past|ADP=0.000576972715264
ridiculous|ADJ=0.000274228048045
Buckets|NOUN=8.28020203693e-06
half-understood|VERB=1.11400753069e-05
Doughnuttery|NOUN=8.28020203693e-06
transpiration|NOUN=2.48406061108e-05
fool|NOUN=0.000207005050923
penny|NOUN=8.28020203693e-06
unless|ADP=0.000668073670306
i-th|NOUN=1.65604040739e-05
paradox|NOUN=1.65604040739e-05
Gel|NOUN=8.28020203693e-06
precocious|ADJ=5.4845609609e-05
lugged|VERB=4.45603012276e-05
householders|NOUN=8.28020203693e-06
tri-iodothyronine|NOUN=3.31208081477e-05
seamen|NOUN=8.28020203693e-06
driving|NOUN=8.28020203693e-06
consists|VERB=0.000267361807366
Jenkins|NOUN=2.48406061108e-05
unconscious|ADJ=0.000191959633631
frigid|ADJ=2.74228048045e-05
overtures|NOUN=8.28020203693e-06
several|ADJ=0.0043053803543
States'|NOUN=8.28020203693e-06
radios|NOUN=2.48406061108e-05
Russell|NOUN=3.31208081477e-05
understatement|NOUN=8.28020203693e-06
Laurel|NOUN=1.65604040739e-05
unwed|ADJ=2.74228048045e-05
campuses|NOUN=8.28020203693e-06
antagonist|NOUN=2.48406061108e-05
ammoniac|ADJ=2.74228048045e-05
Coming|VERB=3.34202259207e-05
gun-slinger|NOUN=8.28020203693e-06
peripherally|ADV=7.22465050753e-05
Globocnik|NOUN=2.48406061108e-05
corridor|NOUN=0.000140763434628
Drunk|ADJ=5.4845609609e-05
wrack|NOUN=8.28020203693e-06
dependent|NOUN=8.28020203693e-06
Fowler|NOUN=1.65604040739e-05
Niobe|NOUN=8.28020203693e-06
bandaged|VERB=4.45603012276e-05
hinting|VERB=1.11400753069e-05
Isaac|NOUN=4.14010101846e-05
Poesy|NOUN=8.28020203693e-06
improvise|VERB=2.22801506138e-05
campus|NOUN=0.000140763434628
Insects|NOUN=8.28020203693e-06
fleshy|ADJ=2.74228048045e-05
ordinance|NOUN=2.48406061108e-05
resembled|VERB=6.68404518415e-05
picnic|NOUN=1.65604040739e-05
smell|NOUN=0.000132483232591
leaden|ADJ=5.4845609609e-05
antiquity|NOUN=8.28020203693e-06
exemptions|NOUN=8.28020203693e-06
vantage-points|NOUN=8.28020203693e-06
oblivious|ADJ=2.74228048045e-05
eight-thirty|NUM=0.00015006002401
pimples|NOUN=8.28020203693e-06
60%|NOUN=8.28020203693e-06
approaching|VERB=0.000155961054297
molesting|VERB=1.11400753069e-05
restrain|VERB=4.45603012276e-05
out-of-pocket|ADJ=8.22684144134e-05
purified|VERB=8.91206024553e-05
Abbe|NOUN=8.28020203693e-06
affirmations|NOUN=8.28020203693e-06
nice|ADJ=0.00142598584983
signs|VERB=1.11400753069e-05
commit|VERB=6.68404518415e-05
Be|PRT=6.40122903597e-05
Katharine|NOUN=4.96812122216e-05
Plantations|NOUN=5.79614142585e-05
keys|NOUN=8.28020203693e-05
scriptural|ADJ=2.74228048045e-05
fried|VERB=2.22801506138e-05
erudite|ADJ=5.4845609609e-05
archaized|VERB=1.11400753069e-05
lacheln|X=0.00169491525424
batting|VERB=5.57003765345e-05
collecting|VERB=8.91206024553e-05
digitalis|NOUN=8.28020203693e-06
gambit|NOUN=8.28020203693e-06
phrase|NOUN=9.93624244432e-05
Transitional|ADJ=2.74228048045e-05
antiserum|NOUN=3.31208081477e-05
coroner|NOUN=2.48406061108e-05
parishioners|NOUN=8.28020203693e-06
stench|NOUN=8.28020203693e-06
perpetual|ADJ=2.74228048045e-05
beacon|NOUN=1.65604040739e-05
behind|ADP=0.00215605593599
vulture-like|ADJ=2.74228048045e-05
Depot|NOUN=7.45218183324e-05
real-analytic|ADJ=2.74228048045e-05
monopolization|NOUN=8.28020203693e-06
shirtfront|NOUN=8.28020203693e-06
horrible|ADJ=0.000137114024022
developing|VERB=0.000256221732059
crumble|VERB=1.11400753069e-05
gathering|NOUN=5.79614142585e-05
conserving|VERB=1.11400753069e-05
allowable|ADJ=0.000109691219218
posed|VERB=2.22801506138e-05
me|PRON=0.028462301223
Klauber|NOUN=1.65604040739e-05
retch|VERB=1.11400753069e-05
subtends|VERB=1.11400753069e-05
bacteria|NOUN=4.96812122216e-05
intact|ADJ=0.000219382438436
Jehovah|NOUN=8.28020203693e-06
Cudkowicz|NOUN=8.28020203693e-06
Dictionary|NOUN=1.65604040739e-05
virgin|ADJ=2.74228048045e-05
airline|NOUN=8.28020203693e-06
undercurrent|NOUN=8.28020203693e-06
aerator|NOUN=9.10822224062e-05
Rawlings|NOUN=3.31208081477e-05
161|NUM=0.00015006002401
commodities|NOUN=0.000124203030554
thermometry|NOUN=2.48406061108e-05
Experimental|ADJ=0.000137114024022
Hearing|VERB=1.11400753069e-05
strength|NOUN=0.000463691314068
diplomat|NOUN=8.28020203693e-06
swing|NOUN=1.65604040739e-05
crinkles|NOUN=8.28020203693e-06
travel|NOUN=4.14010101846e-05
vocational|ADJ=0.000959798168157
convulsive|ADJ=8.22684144134e-05
considering|ADP=0.000106284447549
women's|NOUN=4.96812122216e-05
proclaiming|VERB=2.22801506138e-05
siege|NOUN=8.28020203693e-06
iodoamino|NOUN=8.28020203693e-06
dropping|VERB=0.000122540828376
suggestive|ADJ=8.22684144134e-05
intergroup|ADJ=5.4845609609e-05
mortgage|NOUN=9.10822224062e-05
impurity|NOUN=1.65604040739e-05
3:00|NUM=0.00015006002401
Theresa|NOUN=0.000198724848886
Part|NOUN=0.000231845657034
demons|NOUN=3.31208081477e-05
$50|NOUN=8.28020203693e-06
normally|ADV=0.000794711555828
gamma|NOUN=3.31208081477e-05
an'|CONJ=0.000393722931548
tenors|NOUN=8.28020203693e-06
Hostile|ADJ=2.74228048045e-05
banter|NOUN=1.65604040739e-05
Newark|NOUN=8.28020203693e-06
principal|NOUN=0.00010764262648
corded|VERB=1.11400753069e-05
Publications|NOUN=5.79614142585e-05
Quint|NOUN=9.10822224062e-05
surveys|NOUN=7.45218183324e-05
hook|NOUN=2.48406061108e-05
clay|NOUN=9.10822224062e-05
license|NOUN=0.000140763434628
plain|ADV=3.61232525377e-05
hell|PRT=0.000192036871079
size|VERB=1.11400753069e-05
robed|VERB=1.11400753069e-05
searing|VERB=2.22801506138e-05
swingy|ADJ=2.74228048045e-05
lighter|ADJ=8.22684144134e-05
loveliness|NOUN=1.65604040739e-05
owls|NOUN=8.28020203693e-06
Sets|NOUN=1.65604040739e-05
Rogers|NOUN=1.65604040739e-05
gossiping|VERB=1.11400753069e-05
cranky|ADJ=2.74228048045e-05
centum|NOUN=4.96812122216e-05
stiff-backed|ADJ=2.74228048045e-05
weeping|VERB=2.22801506138e-05
lairs|NOUN=8.28020203693e-06
61|NUM=0.00015006002401
A.|NOUN=0.000298087273329
leave|VERB=0.00115856783192
maniclike|ADJ=2.74228048045e-05
documented|VERB=2.22801506138e-05
celebrated|VERB=4.45603012276e-05
yellow|ADJ=0.00079526133933
Closer|ADV=3.61232525377e-05
intangible|ADJ=8.22684144134e-05
immaturity|NOUN=8.28020203693e-06
on|PRT=0.0220202278838
plunged|VERB=0.000133680903683
thunder|NOUN=6.62416162954e-05
agricolas|X=0.00169491525424
leavings|NOUN=8.28020203693e-06
Whatman|NOUN=8.28020203693e-06
capacitance|NOUN=8.28020203693e-06
calculation|NOUN=6.62416162954e-05
wrapped|VERB=0.000122540828376
big-town|NOUN=8.28020203693e-06
Migs|NOUN=8.28020203693e-06
tripod|NOUN=8.28020203693e-06
shunts|NOUN=4.14010101846e-05
1.5|NUM=0.000900360144058
tea|NOUN=7.45218183324e-05
play-off|NOUN=8.28020203693e-06
turning|NOUN=1.65604040739e-05
Gurla|NOUN=8.28020203693e-06
Neither|CONJ=0.00033747679847
dust-swirling|ADJ=2.74228048045e-05
stray|ADJ=0.000109691219218
whole-word|NOUN=8.28020203693e-06
have|VERB=0.0181694628256
eastward|ADV=3.61232525377e-05
pills|NOUN=4.14010101846e-05
Helps|NOUN=8.28020203693e-06
confusion|NOUN=0.000157323838702
transforms|VERB=3.34202259207e-05
improperly|ADV=3.61232525377e-05
Procurement|NOUN=8.28020203693e-06
turret|NOUN=2.48406061108e-05
Jonquieres|NOUN=8.28020203693e-06
stretching|NOUN=8.28020203693e-06
ornately|ADV=3.61232525377e-05
social|ADJ=0.00405857511106
appalling|ADJ=8.22684144134e-05
teachers|NOUN=0.000165604040739
aloneness|NOUN=1.65604040739e-05
Ab63711-r|NOUN=8.28020203693e-06
trudged|VERB=4.45603012276e-05
mails|NOUN=8.28020203693e-06
spangle|NOUN=8.28020203693e-06
snoring|NOUN=1.65604040739e-05
objector|NOUN=1.65604040739e-05
horse-trail|NOUN=8.28020203693e-06
Stoics|NOUN=8.28020203693e-06
equivalence|NOUN=2.48406061108e-05
Woonsocket|NOUN=3.31208081477e-05
seemed|VERB=0.00242853641691
assay|NOUN=8.28020203693e-06
payday|NOUN=1.65604040739e-05
undeniable|ADJ=2.74228048045e-05
exogamy|NOUN=1.65604040739e-05
bianco|X=0.00169491525424
portwatchers|NOUN=1.65604040739e-05
hardtack-box|NOUN=8.28020203693e-06
hurts|VERB=2.22801506138e-05
Redevelopment|NOUN=8.28020203693e-06
prestige|NOUN=3.31208081477e-05
accustomed|VERB=7.79805271484e-05
subscripts|NOUN=8.28020203693e-06
typology|NOUN=8.28020203693e-06
scaffolding|NOUN=2.48406061108e-05
cry|NOUN=0.000132483232591
tenancy|NOUN=1.65604040739e-05
helpmate|NOUN=8.28020203693e-06
Look|VERB=0.000267361807366
Smith|NOUN=0.000115922828517
Poupin|NOUN=8.28020203693e-06
own|VERB=0.000100260677762
bet|NOUN=4.14010101846e-05
beliefs|NOUN=5.79614142585e-05
yyyy|NOUN=8.28020203693e-06
leisure|NOUN=1.65604040739e-05
skippers|NOUN=1.65604040739e-05
blasted|VERB=3.34202259207e-05
denial|NOUN=9.93624244432e-05
whistle|VERB=1.11400753069e-05
99.1|NUM=0.00015006002401
Trustee|NOUN=8.28020203693e-06
Carnegie|NOUN=1.65604040739e-05
flannels|NOUN=8.28020203693e-06
grillework|NOUN=8.28020203693e-06
teenager|NOUN=8.28020203693e-06
concurs|VERB=2.22801506138e-05
proposing|VERB=1.11400753069e-05
riddled|VERB=1.11400753069e-05
gall|NOUN=5.79614142585e-05
Supply|NOUN=8.28020203693e-06
seaweed|NOUN=2.48406061108e-05
task|NOUN=0.00021528525296
Burr|NOUN=3.31208081477e-05
seventeen|NUM=0.000900360144058
directed|VERB=0.000311922108593
indoctrination|NOUN=8.28020203693e-06
teleological|ADJ=2.74228048045e-05
SalFininistas|NOUN=1.65604040739e-05
